smiles,pka_values,functional_groups,mapping,pka_matrix
C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(O)=O,"[3.04, 7.54, 10.19]","[{'type': 'COOH', 'indices': [18]}, {'type': 'PrimaryAmine', 'indices': [2]}, {'type': 'PrimaryAmine', 'indices': [11]}]","{'3.04': {'type': 'COOH', 'indices': [18]}, '7.54': {'type': 'PrimaryAmine', 'indices': [2]}, '10.19': {'type': 'PrimaryAmine', 'indices': [11]}}","[(18, 3.04), (2, 7.54), (11, 10.19)]"
C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C)C(O)=O,"[3.18, 7.73, 10.38]","[{'type': 'COOH', 'indices': [18]}, {'type': 'PrimaryAmine', 'indices': [2]}, {'type': 'PrimaryAmine', 'indices': [11]}]","{'3.18': {'type': 'COOH', 'indices': [18]}, '7.73': {'type': 'PrimaryAmine', 'indices': [2]}, '10.38': {'type': 'PrimaryAmine', 'indices': [11]}}","[(18, 3.18), (2, 7.73), (11, 10.38)]"
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(O)=O,"[3.29, 4.22, 8.29]","[{'type': 'COOH', 'indices': [14]}, {'type': 'COOH', 'indices': [22]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.29': {'type': 'COOH', 'indices': [14]}, '4.22': {'type': 'COOH', 'indices': [22]}, '8.29': {'type': 'PrimaryAmine', 'indices': [2]}}","[(14, 3.29), (22, 4.22), (2, 8.29)]"
C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"[3.22, 3.85, 7.96]","[{'type': 'COOH', 'indices': [9]}, {'type': 'COOH', 'indices': [22]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.22': {'type': 'COOH', 'indices': [9]}, '3.85': {'type': 'COOH', 'indices': [22]}, '7.96': {'type': 'PrimaryAmine', 'indices': [2]}}","[(9, 3.22), (22, 3.85), (2, 7.96)]"
C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CO)C(=O)NCC(O)=O,"[3.21, 4.02, 8.33]","[{'type': 'COOH', 'indices': [9]}, {'type': 'COOH', 'indices': [22]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.21': {'type': 'COOH', 'indices': [9]}, '4.02': {'type': 'COOH', 'indices': [22]}, '8.33': {'type': 'PrimaryAmine', 'indices': [2]}}","[(9, 3.21), (22, 4.02), (2, 8.33)]"
C[C@H](N)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"[3.18, 4.07, 7.9]","[{'type': 'COOH', 'indices': [10]}, {'type': 'COOH', 'indices': [23]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.18': {'type': 'COOH', 'indices': [10]}, '4.07': {'type': 'COOH', 'indices': [23]}, '7.9': {'type': 'PrimaryAmine', 'indices': [2]}}","[(10, 3.18), (23, 4.07), (2, 7.9)]"
C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"[3.42, 7.64, 10.24]","[{'type': 'COOH', 'indices': [28]}, {'type': 'PrimaryAmine', 'indices': [2]}, {'type': 'PrimaryAmine', 'indices': [11]}]","{'3.42': {'type': 'COOH', 'indices': [28]}, '7.64': {'type': 'PrimaryAmine', 'indices': [2]}, '10.24': {'type': 'PrimaryAmine', 'indices': [11]}}","[(28, 3.42), (2, 7.64), (11, 10.24)]"
C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"[3.47, 7.9, 10.47]","[{'type': 'COOH', 'indices': [23]}, {'type': 'PrimaryAmine', 'indices': [2]}, {'type': 'PrimaryAmine', 'indices': [11]}]","{'3.47': {'type': 'COOH', 'indices': [23]}, '7.9': {'type': 'PrimaryAmine', 'indices': [2]}, '10.47': {'type': 'PrimaryAmine', 'indices': [11]}}","[(23, 3.47), (2, 7.9), (11, 10.47)]"
C[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](C)C(O)=O,"[3.19, 7.86, 10.25]","[{'type': 'COOH', 'indices': [18]}, {'type': 'PrimaryAmine', 'indices': [2]}, {'type': 'PrimaryAmine', 'indices': [11]}]","{'3.19': {'type': 'COOH', 'indices': [18]}, '7.86': {'type': 'PrimaryAmine', 'indices': [2]}, '10.25': {'type': 'PrimaryAmine', 'indices': [11]}}","[(18, 3.19), (2, 7.86), (11, 10.25)]"
C[C@H](N)C(=O)N[C@@H](CS)C(O)=O,"[2.89, 7.98, 9.52]","[{'type': 'COOH', 'indices': [10]}, {'type': 'Thiol', 'indices': [8]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'2.89': {'type': 'COOH', 'indices': [10]}, '7.98': {'type': 'Thiol', 'indices': [8]}, '9.52': {'type': 'PrimaryAmine', 'indices': [2]}}","[(10, 2.89), (8, 7.98), (2, 9.52)]"
C[C@H](NC(=O)[C@@H](N)CCCCN)C(O)=O,"[3.11, 7.51, 10.59]","[{'type': 'COOH', 'indices': [13]}, {'type': 'PrimaryAmine', 'indices': [6]}, {'type': 'PrimaryAmine', 'indices': [11]}]","{'3.11': {'type': 'COOH', 'indices': [13]}, '7.51': {'type': 'PrimaryAmine', 'indices': [6]}, '10.59': {'type': 'PrimaryAmine', 'indices': [11]}}","[(13, 3.11), (6, 7.51), (11, 10.59)]"
C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,"[3.38, 7.51, 9.98]","[{'type': 'COOH', 'indices': [16]}, {'type': 'Phenol', 'indices': [12]}, {'type': 'PrimaryAmine', 'indices': [6]}]","{'3.38': {'type': 'COOH', 'indices': [16]}, '7.51': {'type': 'PrimaryAmine', 'indices': [6]}, '9.98': {'type': 'Phenol', 'indices': [12]}}","[(16, 3.38), (6, 7.51), (12, 9.98)]"
C[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"[3.19, 7.74, 10.18]","[{'type': 'COOH', 'indices': [28]}, {'type': 'PrimaryAmine', 'indices': [2]}, {'type': 'PrimaryAmine', 'indices': [11]}]","{'3.19': {'type': 'COOH', 'indices': [28]}, '7.74': {'type': 'PrimaryAmine', 'indices': [2]}, '10.18': {'type': 'PrimaryAmine', 'indices': [11]}}","[(28, 3.19), (2, 7.74), (11, 10.18)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,"[3.17, 4.48, 7.69, 10.09]","[{'type': 'COOH', 'indices': [17]}, {'type': 'COOH', 'indices': [20]}, {'type': 'Phenol', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.17': {'type': 'COOH', 'indices': [17]}, '4.48': {'type': 'COOH', 'indices': [20]}, '7.69': {'type': 'PrimaryAmine', 'indices': [0]}, '10.09': {'type': 'Phenol', 'indices': [7]}}","[(17, 3.17), (20, 4.48), (0, 7.69), (7, 10.09)]"
N[C@@H](CO[P](O)(O)=O)C(O)=O,"[0.7, 2.14, 5.7, 9.8]","[{'type': 'PhosphonicAcid', 'indices': [5]}, {'type': 'PhosphonicAcid', 'indices': [6]}, {'type': 'COOH', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'0.7': {'type': 'PhosphonicAcid', 'indices': [5]}, '2.14': {'type': 'COOH', 'indices': [9]}, '5.7': {'type': 'PhosphonicAcid', 'indices': [6]}, '9.8': {'type': 'PrimaryAmine', 'indices': [0]}}","[(5, 0.7), (9, 2.14), (6, 5.7), (0, 9.8)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)NCC(=O)N[C@@H](Cc3ccc(O)cc3)C(O)=O,"[2.74, 7.61, 9.75, 10.12]","[{'type': 'COOH', 'indices': [34]}, {'type': 'Phenol', 'indices': [7]}, {'type': 'Phenol', 'indices': [30]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.74': {'type': 'COOH', 'indices': [34]}, '7.61': {'type': 'PrimaryAmine', 'indices': [0]}, '9.75': {'type': 'Phenol', 'indices': [7]}, '10.12': {'type': 'Phenol', 'indices': [30]}}","[(34, 2.74), (0, 7.61), (7, 9.75), (30, 10.12)]"
N[C@@H](Cc1ccc(O)c(N)c1)C(O)=O,"[2.0, 4.48, 9.09, 10.19]","[{'type': 'COOH', 'indices': [12]}, {'type': 'Phenol', 'indices': [7]}, {'type': 'Aniline', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.0': {'type': 'COOH', 'indices': [12]}, '4.48': {'type': 'Aniline', 'indices': [9]}, '9.09': {'type': 'Phenol', 'indices': [7]}, '10.19': {'type': 'PrimaryAmine', 'indices': [0]}}","[(12, 2.0), (9, 4.48), (7, 9.09), (0, 10.19)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O,"[3.21, 7.33, 9.68, 10.47]","[{'type': 'COOH', 'indices': [23]}, {'type': 'Phenol', 'indices': [7]}, {'type': 'Phenol', 'indices': [19]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.21': {'type': 'COOH', 'indices': [23]}, '7.33': {'type': 'PrimaryAmine', 'indices': [0]}, '9.68': {'type': 'Phenol', 'indices': [7]}, '10.47': {'type': 'Phenol', 'indices': [19]}}","[(23, 3.21), (0, 7.33), (7, 9.68), (19, 10.47)]"
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,"[2.08, 3.49, 8.64, 9.51]","[{'type': 'COOH', 'indices': [15]}, {'type': 'COOH', 'indices': [18]}, {'type': 'Thiol', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.08': {'type': 'COOH', 'indices': [15]}, '3.49': {'type': 'COOH', 'indices': [18]}, '8.64': {'type': 'Thiol', 'indices': [9]}, '9.51': {'type': 'PrimaryAmine', 'indices': [0]}}","[(15, 2.08), (18, 3.49), (9, 8.64), (0, 9.51)]"
NCCCNCCCCNCCCN,"[7.91, 8.85, 9.99, 10.82]","[{'type': 'SecondaryAmine', 'indices': [4]}, {'type': 'SecondaryAmine', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [13]}]","{'7.91': {'type': 'PrimaryAmine', 'indices': [0]}, '8.85': {'type': 'PrimaryAmine', 'indices': [13]}, '9.99': {'type': 'SecondaryAmine', 'indices': [4]}, '10.82': {'type': 'SecondaryAmine', 'indices': [9]}}","[(0, 7.91), (13, 8.85), (4, 9.99), (9, 10.82)]"
OC(CNC(C(O)=O)C(O)=O)CNC(C(O)=O)C(O)=O,"[2.41, 3.4, 8.9, 10.4]","[{'type': 'COOH', 'indices': [6]}, {'type': 'COOH', 'indices': [9]}, {'type': 'COOH', 'indices': [15]}, {'type': 'COOH', 'indices': [18]}, {'type': 'SecondaryAmine', 'indices': [3]}, {'type': 'SecondaryAmine', 'indices': [12]}]","{'2.41': {'type': 'COOH', 'indices': [6]}, '3.4': {'type': 'COOH', 'indices': [9]}, '8.9': {'type': 'SecondaryAmine', 'indices': [3]}, '10.4': {'type': 'SecondaryAmine', 'indices': [12]}}","[(6, 2.41), (9, 3.4), (3, 8.9), (12, 10.4)]"
NCCCC[C@H](NC(=O)[C@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O,"[2.76, 4.2, 7.5, 10.29]","[{'type': 'COOH', 'indices': [24]}, {'type': 'COOH', 'indices': [27]}, {'type': 'SecondaryAmine', 'indices': [14]}, {'type': 'SecondaryAmine', 'indices': [17]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [10]}, {'type': 'PrimaryAmine', 'indices': [16]}]","{'2.76': {'type': 'COOH', 'indices': [24]}, '4.2': {'type': 'COOH', 'indices': [27]}, '7.5': {'type': 'PrimaryAmine', 'indices': [0]}, '10.29': {'type': 'PrimaryAmine', 'indices': [10]}}","[(24, 2.76), (27, 4.2), (0, 7.5), (10, 10.29)]"
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CN)C(O)=O,"[3.12, 7.98, 10.12, 10.48]","[{'type': 'COOH', 'indices': [47]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [29]}, {'type': 'PrimaryAmine', 'indices': [45]}]","{'3.12': {'type': 'COOH', 'indices': [47]}, '7.98': {'type': 'PrimaryAmine', 'indices': [0]}, '10.12': {'type': 'PrimaryAmine', 'indices': [29]}, '10.48': {'type': 'PrimaryAmine', 'indices': [45]}}","[(47, 3.12), (0, 7.98), (29, 10.12), (45, 10.48)]"
NCCCC[C@H](N)C(=O)N[C@H](CCCCN)C(O)=O,"[2.74, 7.42, 9.81, 10.78]","[{'type': 'COOH', 'indices': [17]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [6]}, {'type': 'PrimaryAmine', 'indices': [15]}]","{'2.74': {'type': 'COOH', 'indices': [17]}, '7.42': {'type': 'PrimaryAmine', 'indices': [0]}, '9.81': {'type': 'PrimaryAmine', 'indices': [6]}, '10.78': {'type': 'PrimaryAmine', 'indices': [15]}}","[(17, 2.74), (0, 7.42), (6, 9.81), (15, 10.78)]"
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O,"[3.43, 3.51, 4.67, 8.31]","[{'type': 'COOH', 'indices': [14]}, {'type': 'COOH', 'indices': [22]}, {'type': 'COOH', 'indices': [25]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.43': {'type': 'COOH', 'indices': [14]}, '3.51': {'type': 'COOH', 'indices': [22]}, '4.67': {'type': 'COOH', 'indices': [25]}, '8.31': {'type': 'PrimaryAmine', 'indices': [2]}}","[(14, 3.43), (22, 3.51), (25, 4.67), (2, 8.31)]"
Cc1ccc(N(CC(O)=O)CC(O)=O)c(c1)N(CC(O)=O)CC(O)=O,"[2.85, 3.55, 4.83, 7.029999999999999]","[{'type': 'COOH', 'indices': [8]}, {'type': 'COOH', 'indices': [12]}, {'type': 'COOH', 'indices': [19]}, {'type': 'COOH', 'indices': [23]}, {'type': 'TertiaryAmine', 'indices': [5]}, {'type': 'TertiaryAmine', 'indices': [16]}]","{'2.85': {'type': 'COOH', 'indices': [8]}, '3.55': {'type': 'COOH', 'indices': [12]}, '4.83': {'type': 'COOH', 'indices': [19]}, '7.029999999999999': {'type': 'TertiaryAmine', 'indices': [5]}}","[(8, 2.85), (12, 3.55), (19, 4.83), (5, 7.029999999999999)]"
C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(O)=O,"[2.93, 3.5, 4.35, 8.3]","[{'type': 'COOH', 'indices': [9]}, {'type': 'COOH', 'indices': [17]}, {'type': 'COOH', 'indices': [25]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'2.93': {'type': 'COOH', 'indices': [9]}, '3.5': {'type': 'COOH', 'indices': [17]}, '4.35': {'type': 'COOH', 'indices': [25]}, '8.3': {'type': 'PrimaryAmine', 'indices': [2]}}","[(9, 2.93), (17, 3.5), (25, 4.35), (2, 8.3)]"
Cc1cc(ccc1N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,"[2.27, 3.07, 4.96, 7.1]","[{'type': 'COOH', 'indices': [10]}, {'type': 'COOH', 'indices': [14]}, {'type': 'COOH', 'indices': [19]}, {'type': 'COOH', 'indices': [23]}, {'type': 'TertiaryAmine', 'indices': [7]}, {'type': 'TertiaryAmine', 'indices': [16]}]","{'2.27': {'type': 'COOH', 'indices': [10]}, '3.07': {'type': 'COOH', 'indices': [14]}, '4.96': {'type': 'COOH', 'indices': [19]}, '7.1': {'type': 'TertiaryAmine', 'indices': [7]}}","[(10, 2.27), (14, 3.07), (19, 4.96), (7, 7.1)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCC(O)=O)C(O)=O,"[2.85, 4.65, 7.85, 10.17]","[{'type': 'COOH', 'indices': [17]}, {'type': 'COOH', 'indices': [20]}, {'type': 'Phenol', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.85': {'type': 'COOH', 'indices': [17]}, '4.65': {'type': 'COOH', 'indices': [20]}, '7.85': {'type': 'PrimaryAmine', 'indices': [0]}, '10.17': {'type': 'Phenol', 'indices': [7]}}","[(17, 2.85), (20, 4.65), (0, 7.85), (7, 10.17)]"
C(CN(Cc1ccccn1)Cc2ccccn2)N(Cc3ccccn3)Cc4ccccn4,"[2.88, 3.3, 4.81, 7.12]","[{'type': 'Pyridine', 'indices': [9]}, {'type': 'Pyridine', 'indices': [16]}, {'type': 'Pyridine', 'indices': [24]}, {'type': 'Pyridine', 'indices': [31]}, {'type': 'TertiaryAmine', 'indices': [2]}, {'type': 'TertiaryAmine', 'indices': [17]}]","{'2.88': {'type': 'Pyridine', 'indices': [9]}, '3.3': {'type': 'Pyridine', 'indices': [16]}, '4.81': {'type': 'Pyridine', 'indices': [24]}, '7.12': {'type': 'TertiaryAmine', 'indices': [2]}}","[(9, 2.88), (16, 3.3), (24, 4.81), (2, 7.12)]"
CC(C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,"[3.04, 3.89, 7.34, 10.48]","[{'type': 'COOH', 'indices': [10]}, {'type': 'COOH', 'indices': [34]}, {'type': 'SecondaryAmine', 'indices': [29]}, {'type': 'SecondaryAmine', 'indices': [32]}, {'type': 'PrimaryAmine', 'indices': [20]}, {'type': 'PrimaryAmine', 'indices': [25]}, {'type': 'PrimaryAmine', 'indices': [31]}]","{'3.04': {'type': 'COOH', 'indices': [10]}, '3.89': {'type': 'COOH', 'indices': [34]}, '7.34': {'type': 'PrimaryAmine', 'indices': [20]}, '10.48': {'type': 'PrimaryAmine', 'indices': [25]}}","[(10, 3.04), (34, 3.89), (20, 7.34), (25, 10.48)]"
OC(=O)CN(CC(O)=O)c1cccc(c1)N(CC(O)=O)CC(O)=O,"[2.0, 2.86, 5.07, 5.8]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}, {'type': 'COOH', 'indices': [18]}, {'type': 'COOH', 'indices': [22]}, {'type': 'TertiaryAmine', 'indices': [4]}, {'type': 'TertiaryAmine', 'indices': [15]}]","{'2.0': {'type': 'COOH', 'indices': [0]}, '2.86': {'type': 'COOH', 'indices': [7]}, '5.07': {'type': 'COOH', 'indices': [18]}, '5.8': {'type': 'COOH', 'indices': [22]}}","[(0, 2.0), (7, 2.86), (18, 5.07), (22, 5.8)]"
NCCCC[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@H](CC(O)=O)C(O)=O,"[2.71, 4.12, 7.42, 10.55]","[{'type': 'COOH', 'indices': [24]}, {'type': 'COOH', 'indices': [27]}, {'type': 'SecondaryAmine', 'indices': [14]}, {'type': 'SecondaryAmine', 'indices': [17]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [10]}, {'type': 'PrimaryAmine', 'indices': [16]}]","{'2.71': {'type': 'COOH', 'indices': [24]}, '4.12': {'type': 'COOH', 'indices': [27]}, '7.42': {'type': 'PrimaryAmine', 'indices': [0]}, '10.55': {'type': 'PrimaryAmine', 'indices': [10]}}","[(24, 2.71), (27, 4.12), (0, 7.42), (10, 10.55)]"
C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](N)CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O,"[3.12, 3.26, 4.64, 8.0]","[{'type': 'COOH', 'indices': [14]}, {'type': 'COOH', 'indices': [22]}, {'type': 'COOH', 'indices': [25]}, {'type': 'PrimaryAmine', 'indices': [11]}]","{'3.12': {'type': 'COOH', 'indices': [14]}, '3.26': {'type': 'COOH', 'indices': [22]}, '4.64': {'type': 'COOH', 'indices': [25]}, '8.0': {'type': 'PrimaryAmine', 'indices': [11]}}","[(14, 3.12), (22, 3.26), (25, 4.64), (11, 8.0)]"
C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(O)=O,"[3.14, 3.47, 4.63, 8.28]","[{'type': 'COOH', 'indices': [9]}, {'type': 'COOH', 'indices': [22]}, {'type': 'COOH', 'indices': [25]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.14': {'type': 'COOH', 'indices': [9]}, '3.47': {'type': 'COOH', 'indices': [22]}, '4.63': {'type': 'COOH', 'indices': [25]}, '8.28': {'type': 'PrimaryAmine', 'indices': [2]}}","[(9, 3.14), (22, 3.47), (25, 4.63), (2, 8.28)]"
NCCCC[C@@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O,"[2.78, 4.07, 7.39, 10.45]","[{'type': 'COOH', 'indices': [24]}, {'type': 'COOH', 'indices': [27]}, {'type': 'SecondaryAmine', 'indices': [14]}, {'type': 'SecondaryAmine', 'indices': [17]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [10]}, {'type': 'PrimaryAmine', 'indices': [16]}]","{'2.78': {'type': 'COOH', 'indices': [24]}, '4.07': {'type': 'COOH', 'indices': [27]}, '7.39': {'type': 'PrimaryAmine', 'indices': [0]}, '10.45': {'type': 'PrimaryAmine', 'indices': [10]}}","[(24, 2.78), (27, 4.07), (0, 7.39), (10, 10.45)]"
NCCCC[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O,"[2.77, 4.2, 7.44, 10.49]","[{'type': 'COOH', 'indices': [24]}, {'type': 'COOH', 'indices': [27]}, {'type': 'SecondaryAmine', 'indices': [14]}, {'type': 'SecondaryAmine', 'indices': [17]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [10]}, {'type': 'PrimaryAmine', 'indices': [16]}]","{'2.77': {'type': 'COOH', 'indices': [24]}, '4.2': {'type': 'COOH', 'indices': [27]}, '7.44': {'type': 'PrimaryAmine', 'indices': [0]}, '10.49': {'type': 'PrimaryAmine', 'indices': [10]}}","[(24, 2.77), (27, 4.2), (0, 7.44), (10, 10.49)]"
NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(O)=O,"[2.9, 7.42, 9.94, 10.9]","[{'type': 'COOH', 'indices': [17]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [6]}, {'type': 'PrimaryAmine', 'indices': [15]}]","{'2.9': {'type': 'COOH', 'indices': [17]}, '7.42': {'type': 'PrimaryAmine', 'indices': [0]}, '9.94': {'type': 'PrimaryAmine', 'indices': [6]}, '10.9': {'type': 'PrimaryAmine', 'indices': [15]}}","[(17, 2.9), (0, 7.42), (6, 9.94), (15, 10.9)]"
NCCCC[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](CCCCN)C(O)=O,"[2.8, 7.18, 9.68, 10.43, 11.31]","[{'type': 'COOH', 'indices': [26]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [6]}, {'type': 'PrimaryAmine', 'indices': [15]}, {'type': 'PrimaryAmine', 'indices': [24]}]","{'2.8': {'type': 'COOH', 'indices': [26]}, '7.18': {'type': 'PrimaryAmine', 'indices': [0]}, '9.68': {'type': 'PrimaryAmine', 'indices': [6]}, '10.43': {'type': 'PrimaryAmine', 'indices': [15]}, '11.31': {'type': 'PrimaryAmine', 'indices': [24]}}","[(26, 2.8), (0, 7.18), (6, 9.68), (15, 10.43), (24, 11.31)]"
N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O,"[1.8, 2.04, 3.87, 4.78, 8.13]","[{'type': 'COOH', 'indices': [4]}, {'type': 'COOH', 'indices': [12]}, {'type': 'COOH', 'indices': [20]}, {'type': 'COOH', 'indices': [23]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'1.8': {'type': 'COOH', 'indices': [4]}, '2.04': {'type': 'COOH', 'indices': [12]}, '3.87': {'type': 'COOH', 'indices': [20]}, '4.78': {'type': 'COOH', 'indices': [23]}, '8.13': {'type': 'PrimaryAmine', 'indices': [0]}}","[(4, 1.8), (12, 2.04), (20, 3.87), (23, 4.78), (0, 8.13)]"
CC(C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,"[1.9, 3.25, 7.2, 9.75, 10.38]","[{'type': 'COOH', 'indices': [10]}, {'type': 'COOH', 'indices': [46]}, {'type': 'Phenol', 'indices': [42]}, {'type': 'SecondaryAmine', 'indices': [29]}, {'type': 'SecondaryAmine', 'indices': [32]}, {'type': 'PrimaryAmine', 'indices': [20]}, {'type': 'PrimaryAmine', 'indices': [25]}, {'type': 'PrimaryAmine', 'indices': [31]}]","{'1.9': {'type': 'COOH', 'indices': [10]}, '3.25': {'type': 'COOH', 'indices': [46]}, '7.2': {'type': 'PrimaryAmine', 'indices': [20]}, '9.75': {'type': 'Phenol', 'indices': [42]}, '10.38': {'type': 'PrimaryAmine', 'indices': [25]}}","[(10, 1.9), (46, 3.25), (20, 7.2), (42, 9.75), (25, 10.38)]"
OC(=O)c1cc(C(O)=O)c(C(O)=O)c(C(O)=O)c1C(O)=O,"[1.64, 2.515, 3.6533333333333338, 4.853333333333333, 6.033333333333334]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}, {'type': 'COOH', 'indices': [11]}, {'type': 'COOH', 'indices': [15]}, {'type': 'COOH', 'indices': [19]}]","{'1.64': {'type': 'COOH', 'indices': [0]}, '2.515': {'type': 'COOH', 'indices': [7]}, '3.6533333333333338': {'type': 'COOH', 'indices': [11]}, '4.853333333333333': {'type': 'COOH', 'indices': [15]}, '6.033333333333334': {'type': 'COOH', 'indices': [19]}}","[(0, 1.64), (7, 2.515), (11, 3.6533333333333338), (15, 4.853333333333333), (19, 6.033333333333334)]"
OC(=O)CNc1cc(C(O)=O)c(cc1C(O)=O)N(CC(O)=O)CC(O)=O,"[1.8, 2.67, 3.57, 4.48, 9.4]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [9]}, {'type': 'COOH', 'indices': [15]}, {'type': 'COOH', 'indices': [20]}, {'type': 'COOH', 'indices': [24]}, {'type': 'SecondaryAmine', 'indices': [4]}, {'type': 'TertiaryAmine', 'indices': [17]}]","{'1.8': {'type': 'COOH', 'indices': [0]}, '2.67': {'type': 'COOH', 'indices': [9]}, '3.57': {'type': 'COOH', 'indices': [15]}, '4.48': {'type': 'COOH', 'indices': [20]}, '9.4': {'type': 'SecondaryAmine', 'indices': [4]}}","[(0, 1.8), (9, 2.67), (15, 3.57), (20, 4.48), (4, 9.4)]"
